index,Image,X,Y,Z,Score,longitude,latitude,dTime,outtime,CLUSTER_ID,CLUSTER_SIZE
7,PR_20100604_071659_201_LC16.tif,-482.167796394492,103.585111782067,56.5590219640984,0.9817124,147.224626829409,-43.6155675245536,3235.366,528.052,5,28
8,PR_20100604_071700_205_LC16.tif,-482.039851986852,102.973130949399,56.1959981037417,0.84950614,147.22462841386,-43.6155730327798,3236.37,529.056,5,28
9,PR_20100604_071706_198_LC16.tif,-480.920460707969,101.243605903808,56.08374721812,0.95419294,147.22464227952,-43.6155886001214,3242.363,535.049,2,28
10,PR_20100604_071707_215_LC16.tif,-481.114369175148,100.826026870368,55.965395567021,0.8230844,147.224639876979,-43.615592358423,3243.38,536.066,2,28
11,PR_20100604_071709_209_LC16.tif,-480.22869874205,100.313921004228,55.9687552655781,0.8919673,147.224650848354,-43.6155969682116,3245.374,538.06,2,28
12,PR_20100604_071710_236_LC16.tif,-480.168845703193,100.065272454288,56.5945264077993,0.8942507,147.224651589602,-43.6155992062155,3246.401,539.087,2,28
13,PR_20100604_071711_243_LC16.tif,-480.188355308151,99.8644394279794,56.4921238730491,0.85721076,147.224651347736,-43.6156010138038,3247.408,540.094,2,28
14,PR_20100604_071712_250_LC16.tif,-478.619247789814,99.5195796028698,56.7826826796594,0.9386991,147.224670785793,-43.61560411873,3248.415,541.101,2,28
15,PR_20100604_071713_197_LC16.tif,-478.367200224563,99.1231051165012,56.7900316793602,0.9043984,147.224673907849,-43.6156076873669,3249.362,542.048,2,28
16,PR_20100604_071747_207_LC16.tif,-481.829394136161,94.5627947979457,56.1434090489861,0.98153234,147.224631013558,-43.6156487302818,3283.372,576.058,7,52
17,PR_20100604_071748_211_LC16.tif,-481.72526330275,94.0509636192993,56.4804058882131,0.9768638,147.224632303093,-43.6156533370939,3284.376,577.061999999999,7,52
18,PR_20100604_071750_242_LC16.tif,-483.168229102906,93.4251748310115,56.6631845835325,0.9764696,147.224614426821,-43.6156589685813,3286.407,579.093,7,52
19,PR_20100604_071751_221_LC16.tif,-483.122781232804,92.899695892905,56.5478222862032,0.9760977,147.224614989368,-43.6156636981924,3287.386,580.072,7,52
20,PR_20100604_071752_254_LC16.tif,-483.102540840002,92.4627911375132,56.6464671952957,0.98969483,147.22461523972,-43.6156676305738,3288.419,581.105,7,52
21,PR_20100604_071756_228_LC16.tif,-485.387728504869,91.2116383117061,56.6001935979615,0.9707555,147.224586929286,-43.6156788901093,3292.393,585.079,4,52
22,PR_20100604_071757_236_LC16.tif,-485.478046221232,90.9351929159266,56.4624538440504,0.9765203,147.224585810166,-43.6156813782016,3293.401,586.087,4,52
23,PR_20100604_071758_218_LC16.tif,-485.655158030395,90.5582135466651,56.5099431602969,0.98965925,147.224583615735,-43.615684771095,3294.383,587.069,4,52
24,PR_20100604_071759_249_LC16.tif,-485.944220965112,90.2702883807407,56.3189250819311,0.9282465,147.224580034512,-43.6156873623816,3295.414,588.1,4,52
25,PR_20100604_071825_213_LC16.tif,-486.844611212917,94.6135625578368,56.3134419633493,0.86844987,147.224568884221,-43.615648270085,3321.378,614.063999999999,4,52
26,PR_20100604_071826_209_LC16.tif,-486.800642262747,94.8613187818879,56.3545640630388,0.97877353,147.224569429139,-43.6156460401798,3322.374,615.06,4,52
27,PR_20100604_071827_212_LC16.tif,-486.707847743775,95.0239351227795,56.2567397770361,0.973319,147.22457057884,-43.6156445766095,3323.377,616.063,4,52
28,PR_20100604_071827_212_LC16.tif,-486.618787484515,93.9511219151025,56.2342163842849,0.9665854,147.224571681169,-43.6156542325401,3323.377,616.063,4,52
29,PR_20100604_071828_216_LC16.tif,-486.565552756202,94.1258639102741,56.3383435825406,0.96820307,147.224572340807,-43.6156526598068,3324.381,617.067,4,52
30,PR_20100604_071829_219_LC16.tif,-486.396205155299,94.3662646044624,56.4135344542361,0.8943062,147.224574438931,-43.6156504961871,3325.384,618.07,4,52
31,PR_20100604_071833_206_LC16.tif,-483.485064081941,95.4372780226815,56.4358984541902,0.9831949,147.224610503611,-43.6156408584088,3329.371,622.056999999999,7,52
32,PR_20100604_071834_221_LC16.tif,-483.62519816454,95.6562482288973,56.2130709623057,0.9655623,147.224608767802,-43.615638887473,3330.386,623.072,7,52
33,PR_20100604_071852_219_LC16.tif,-476.795376579698,98.3662902663645,57.3974455738491,0.8228711,147.224693379194,-43.6156145000988,3348.384,641.07,2,28
34,PR_20100604_071853_223_LC16.tif,-476.764501191576,98.8242370551031,57.2794119194301,0.9673873,147.224693762087,-43.6156103783612,3349.388,642.074,2,28
35,PR_20100604_071854_226_LC16.tif,-476.688988318388,99.253318993179,57.1020999244937,0.9472428,147.224694697931,-43.6156065164506,3350.391,643.076999999999,2,28
36,PR_20100604_071855_256_LC16.tif,-476.679670512477,99.6464852362939,57.1257472587452,0.92208517,147.224694813708,-43.6156029777575,3351.421,644.107,2,28
37,PR_20100604_072013_232_LC16.tif,-478.83249533541,99.5472770158338,56.5849954101248,0.9770901,147.224668144071,-43.6156038693019,3429.397,722.083,2,28
38,PR_20100604_072014_236_LC16.tif,-478.731638821611,99.0654393953633,56.2553200870296,0.959812,147.224669393072,-43.615608206154,3430.401,723.087,2,28
39,PR_20100604_072028_231_LC16.tif,-483.393352635152,95.1088011761665,56.4315093695266,0.98159444,147.224611639455,-43.6156438149294,3444.396,737.081999999999,7,52
40,PR_20100604_072028_231_LC16.tif,-482.992530303022,96.279313344595,56.5065277259297,0.8857658,147.224616605956,-43.6156332799758,3444.396,737.081999999999,7,52
41,PR_20100604_072029_255_LC16.tif,-483.403230553911,94.5943875676598,56.3620176325272,0.98276937,147.224611516626,-43.6156484449109,3445.42,738.106,7,52
42,PR_20100604_072029_255_LC16.tif,-482.779981883605,95.6516813317649,56.6122020462182,0.9710687,147.224619238482,-43.6156389291256,3445.42,738.106,7,52
43,PR_20100604_072030_238_LC16.tif,-483.415474936273,93.9250051034601,56.687958588666,0.99245983,147.224611364343,-43.6156544696906,3446.403,739.088999999999,7,52
44,PR_20100604_072030_238_LC16.tif,-482.573029665252,94.9351806312704,56.5922051058745,0.8890875,147.224621801603,-43.6156453781358,3446.403,739.088999999999,7,52
45,PR_20100604_072048_246_LC16.tif,-487.570493682332,90.3503029716822,56.109238977094,0.9599907,147.224559888022,-43.6156866411463,3464.411,757.096999999999,4,52
46,PR_20100604_072105_225_LC16.tif,-486.0554092272,90.3206061998862,56.533025777638,0.97709113,147.224578657137,-43.6156869094227,3481.39,774.076,4,52
47,PR_20100604_072106_228_LC16.tif,-486.167687521762,90.7358409041963,56.4746045204835,0.982402,147.224577266586,-43.6156831720228,3482.393,775.079,4,52
48,PR_20100604_072107_232_LC16.tif,-486.185090071511,91.1648790139615,56.6077485370711,0.84420955,147.224577051386,-43.6156793104471,3483.397,776.083,4,52
49,PR_20100604_072120_281_LC16.tif,-483.421109331762,95.0393817869181,56.4188646114296,0.97495633,147.224611295538,-43.6156444397217,3496.446,789.132,7,52
50,PR_20100604_072121_234_LC16.tif,-483.338999117673,95.7758233477752,56.4900490731126,0.97514504,147.224612313392,-43.6156378114209,3497.399,790.085,7,52
51,PR_20100604_072135_276_LC16.tif,-480.054706286352,98.9067987769334,56.4088007142453,0.90891635,147.224653002553,-43.61560963315,3511.441,804.126999999999,2,28
52,PR_20100604_072136_252_LC16.tif,-479.840570860219,99.6389913422454,55.9791183228272,0.9033948,147.224655655947,-43.615603043177,3512.417,805.103,2,28
53,PR_20100604_072159_279_LC16.tif,-472.288249130915,106.303915844945,57.8632247342532,0.931555,147.224749221168,-43.6155430602429,3535.444,828.13,1,5
54,PR_20100604_072200_286_LC16.tif,-472.068065319908,106.613543866158,57.8249855791632,0.9601867,147.224751949109,-43.6155402735704,3536.451,829.136999999999,1,5
55,PR_20100604_072201_232_LC16.tif,-471.896511722338,106.902198598741,57.8055852785271,0.99073225,147.224754074593,-43.6155376756375,3537.397,830.083,1,5
56,PR_20100604_072202_247_LC16.tif,-471.775278275047,107.371191250199,57.6802098224821,0.9774185,147.22475557686,-43.6155334545383,3538.412,831.098,1,5
57,PR_20100604_072203_239_LC16.tif,-471.484939120096,108.000191734007,57.5062018347393,0.9711511,147.224759174173,-43.6155277933931,3539.404,832.09,1,5
58,PR_20100604_072304_263_LC16.tif,-479.850915963406,100.239755164364,56.3630243595937,0.9414415,147.224655528323,-43.6155976359859,3600.428,893.114,2,28
59,PR_20100604_072305_241_LC16.tif,-480.018250086648,99.6332153363112,56.2480208861502,0.8851542,147.224653454822,-43.6156030950496,3601.406,894.092,2,28
60,PR_20100604_072321_250_LC16.tif,-485.769888089977,94.5473342091591,56.4869614655409,0.93596154,147.224582198019,-43.6156488668759,3617.415,910.101,4,52
61,PR_20100604_072322_246_LC16.tif,-485.692005149154,94.1250327997141,56.5670043981189,0.9516397,147.224583162467,-43.6156526678573,3618.411,911.096999999999,4,52
62,PR_20100604_072323_249_LC16.tif,-485.682015071342,93.926483806287,56.6038376906648,0.97494894,147.224583286048,-43.6156544549072,3619.414,912.1,4,52
63,PR_20100604_072324_253_LC16.tif,-485.795217659605,93.8637199891709,56.6020722357544,0.9494948,147.224581883618,-43.6156550197401,3620.418,913.103999999999,4,52
64,PR_20100604_072325_277_LC16.tif,-486.057684501821,93.7708312737282,56.5037135212463,0.948997,147.224578632049,-43.6156558556153,3621.442,914.128,4,52
65,PR_20100604_072326_283_LC16.tif,-486.243450941668,93.5972623826093,56.4833842056697,0.95131296,147.224576330586,-43.6156574177036,3622.448,915.134,4,52
66,PR_20100604_072329_250_LC16.tif,-488.007378453975,93.7983988325587,56.2264968951471,0.91864663,147.224554478923,-43.6156556062183,3625.415,918.101,4,52
67,PR_20100604_072330_246_LC16.tif,-487.808815259521,92.9572601396939,56.2913321490885,0.98114634,147.224556938001,-43.6156631770306,3626.411,919.096999999999,4,52
68,PR_20100604_072331_250_LC16.tif,-487.674567263644,91.9760366941748,56.3535665064498,0.95601815,147.224558600204,-43.6156720086358,3627.415,920.101,4,52
69,PR_20100604_072357_260_LC16.tif,-487.417982413685,94.2363392157596,56.434016365334,0.9056388,147.224561780859,-43.6156516649148,3653.425,946.111,4,52
70,PR_20100604_072418_252_LC16.tif,-480.888537865273,100.169181924796,55.9733152132913,0.9376871,147.22464267403,-43.6155982705124,3674.417,967.103,2,28
71,PR_20100604_072419_256_LC16.tif,-480.909840604455,100.789579765689,55.833217389314,0.9242691,147.22464241068,-43.6155926865978,3675.421,968.107,2,28
72,PR_20100604_072420_276_LC16.tif,-480.021924351239,101.03130150394,55.6340503829564,0.8867676,147.224653410545,-43.6155905115501,3676.441,969.126999999999,2,28
73,PR_20100604_072420_276_LC16.tif,-480.947297258828,101.371868634666,55.9041968758296,0.83161354,147.224641947178,-43.6155874456733,3676.441,969.126999999999,2,28
74,PR_20100604_072421_263_LC16.tif,-479.722060678016,101.891167109888,56.6212856768662,0.83637387,147.224657126067,-43.615582772509,3677.428,970.114,2,28
75,PR_20100604_072620_275_LC16.tif,-486.676809710143,96.3159088298017,56.1382550055219,0.9922748,147.224570964506,-43.6156329481997,3796.44,1089.126,4,52
76,PR_20100604_072621_278_LC16.tif,-486.496683569503,95.6370381468041,56.0720820586157,0.99265665,147.224573195329,-43.6156390585038,3797.443,1090.129,4,52
77,PR_20100604_072622_281_LC16.tif,-486.2511377058,94.9081719804392,56.3635920972783,0.9293605,147.224576236539,-43.6156456188358,3798.446,1091.132,4,52
78,PR_20100604_072623_285_LC16.tif,-488.098047031754,94.6527788008696,56.1563990281814,0.8233972,147.224553356475,-43.6156479162983,3799.45,1092.136,4,52
79,PR_20100604_072624_288_LC16.tif,-487.792738234905,93.8530525480915,56.4482404208126,0.8736294,147.224557137973,-43.6156551144472,3800.453,1093.139,4,52
80,PR_20100604_072625_265_LC16.tif,-487.564449947119,93.2322680134156,56.360638992717,0.95678777,147.224559965489,-43.6156607019778,3801.43,1094.116,4,52
81,PR_20100604_072632_289_LC16.tif,-489.523044407403,93.3914559866314,55.6451880968812,0.94380003,147.224535702219,-43.6156592679194,3808.454,1101.14,0,30
82,PR_20100604_072633_266_LC16.tif,-489.581411591697,92.8746406505121,55.6175379855368,0.9687405,147.224534978689,-43.6156639194858,3809.431,1102.117,0,30
83,PR_20100604_072634_270_LC16.tif,-489.617816945617,92.2959260565188,55.5974786678847,0.954564,147.224534527169,-43.6156691281918,3810.435,1103.121,0,30
84,PR_20100604_072652_279_LC16.tif,-487.922356402956,93.1781694736411,56.3697127711362,0.8781824,147.224555531632,-43.6156611886583,3828.444,1121.13,4,52
85,PR_20100604_072653_303_LC16.tif,-488.163059070616,93.932565296107,56.1315947644393,0.99392843,147.224552550445,-43.6156543985489,3829.468,1122.154,4,52
86,PR_20100604_072659_276_LC16.tif,-487.301285667452,94.7732490160869,56.390978978687,0.9756939,147.224563227002,-43.6156468325258,3835.441,1128.127,4,52
87,PR_20100604_072659_276_LC16.tif,-486.668859275926,95.1650021314089,56.1938093926238,0.9593434,147.224571061962,-43.6156433069591,3835.441,1128.127,4,52
88,PR_20100604_072700_296_LC16.tif,-487.118446769486,95.5454650415873,56.062502017287,0.9919355,147.224565492737,-43.6156398823027,3836.461,1129.147,4,52
89,PR_20100604_072701_283_LC16.tif,-487.057513911866,96.2522802715993,56.1304748124477,0.97981346,147.22456624822,-43.6156335206407,3837.448,1130.134,4,52
90,PR_20100604_072722_276_LC16.tif,-481.38014837191,102.14025399678,55.6115686787109,0.9401851,147.224636585632,-43.6155805295289,3858.441,1151.127,2,28
91,PR_20100604_072736_297_LC16.tif,-477.597580172741,106.417892792701,57.9703030794741,0.9798695,147.224683448467,-43.6155420310065,3872.462,1165.148,3,5
92,PR_20100604_072737_275_LC16.tif,-477.393994354182,107.016851479555,57.8120674700673,0.9752906,147.224685971047,-43.6155366401996,3873.44,1166.126,3,5
93,PR_20100604_072738_278_LC16.tif,-477.24173951761,107.448403422014,57.9588540909017,0.96254104,147.224687857584,-43.6155327561069,3874.443,1167.129,3,5
94,PR_20100604_072739_281_LC16.tif,-476.959674987917,107.744805569001,57.8584069647908,0.9095103,147.224691352103,-43.6155300885152,3875.446,1168.132,3,5
95,PR_20100604_072822_296_LC16.tif,-472.007920863115,111.15430358109,57.6718852653704,0.88993573,147.224752698148,-43.615499404427,3918.461,1211.147,1,11
96,PR_20100604_072901_319_LC16.tif,-482.185072065167,103.22437757324,56.6158588666883,0.9164303,147.224626615074,-43.6155707713365,3957.484,1250.17,5,28
97,PR_20100604_072902_325_LC16.tif,-482.273343360075,103.007790765974,56.7393920210875,0.9529585,147.224625521362,-43.6155727206724,3958.49,1251.176,5,28
98,PR_20100604_072903_305_LC16.tif,-482.368347862321,102.781609163524,55.9087236925834,0.85092074,147.22462434423,-43.6155747563621,3959.47,1252.156,5,28
99,PR_20100604_072916_297_LC16.tif,-485.998930579621,99.2908838542119,56.2432813045477,0.8309545,147.22457936486,-43.6156061723317,3972.462,1265.148,5,19
100,PR_20100604_072917_300_LC16.tif,-485.941767737138,98.7919971527604,56.2867071536444,0.9417203,147.224580072555,-43.6156106626068,3973.465,1266.151,5,19
101,PR_20100604_072925_322_LC16.tif,-489.334782659353,96.9508070199977,55.5858265443164,0.869211,147.224538037657,-43.6156272320471,3981.487,1274.173,0,30
102,PR_20100604_072926_328_LC16.tif,-489.287676153558,96.8578502131779,55.6765332912027,0.8876873,147.224538621136,-43.6156280687373,3982.493,1275.179,0,30
103,PR_20100604_072927_308_LC16.tif,-489.120147593952,96.5148845055212,55.6238013500575,0.9605368,147.224540696199,-43.6156311557156,3983.473,1276.159,0,30
104,PR_20100604_072928_311_LC16.tif,-488.889879722979,96.0542696023699,55.7151393365907,0.97605795,147.22454354838,-43.6156353016386,3984.476,1277.162,0,30
105,PR_20100604_072929_288_LC16.tif,-488.632460594304,95.4591964130488,56.0696833420887,0.95920616,147.224546736795,-43.6156406577733,3985.453,1278.139,0,30
106,PR_20100604_072930_303_LC16.tif,-488.367118940714,94.9498220606999,56.1683525143454,0.86305124,147.224550023434,-43.6156452425793,3986.468,1279.154,4,52
107,PR_20100604_072931_309_LC16.tif,-489.750624677924,95.0984319070876,55.7489080992425,0.8889893,147.224532884459,-43.6156439041057,3987.474,1280.16,0,30
108,PR_20100604_072935_309_LC16.tif,-490.737234998483,93.8776349085517,55.6093588086939,0.85241127,147.224520661053,-43.6156548912594,3991.474,1284.16,0,30
109,PR_20100604_072936_342_LC16.tif,-490.640021113055,93.7818877271175,55.6581279258431,0.9170939,147.224521865269,-43.6156557530975,3992.507,1285.193,0,30
110,PR_20100604_072937_289_LC16.tif,-490.629423483586,93.8461315897424,55.63288853042,0.95742637,147.224521996612,-43.6156551748765,3993.454,1286.14,0,30
111,PR_20100604_072940_299_LC16.tif,-491.725327146234,94.5882885825616,54.5932357827156,0.9820188,147.22450842104,-43.615648494358,3996.464,1289.15,0,30
112,PR_20100604_072941_303_LC16.tif,-491.78591135062,94.3673276621247,54.5858120971105,0.97976774,147.224507670311,-43.6156504830803,3997.468,1290.154,0,30
113,PR_20100604_072942_306_LC16.tif,-491.785403905581,94.0395998319095,54.8415233775023,0.9207826,147.2245076763,-43.6156534328003,3998.471,1291.157,0,30
114,PR_20100604_072948_318_LC16.tif,-491.701866892709,95.0558726181827,54.3580377212437,0.9266593,147.224508712094,-43.6156442858759,4004.483,1297.169,0,30
115,PR_20100604_073020_305_LC16.tif,-483.580536377367,103.185907211773,56.8112084176814,0.9626441,147.224609327807,-43.6155711166851,4036.47,1329.156,5,19
116,PR_20100604_073049_306_LC16.tif,-475.355015359954,110.742605890811,57.5439124341586,0.9124463,147.2247112335,-43.6155031077904,4065.471,1358.157,1,11
117,PR_20100604_073050_313_LC16.tif,-475.277861282965,111.174416708288,57.7859603756971,0.9856801,147.224712189675,-43.6154992213194,4066.478,1359.164,1,11
118,PR_20100604_073051_305_LC16.tif,-475.285446298613,111.727127876471,57.8460230448759,0.93741184,147.224712096196,-43.6154942466287,4067.47,1360.156,1,11
119,PR_20100604_073054_315_LC16.tif,-472.733740470165,113.083897170759,57.7517875757446,0.9358051,147.224743708276,-43.6154820366282,4070.48,1363.166,1,11
120,PR_20100604_073055_319_LC16.tif,-472.720785170753,113.564510526853,57.4765972805133,0.9172066,147.224743869188,-43.6154777108681,4071.484,1364.17,1,11
121,PR_20100604_073056_322_LC16.tif,-472.436795512359,114.179821631069,57.6775702580354,0.8689708,147.224747387828,-43.6154721729307,4072.487,1365.173,1,11
122,PR_20100604_073102_340_LC16.tif,-472.714038648347,112.983730525092,57.7721450642127,0.8937196,147.224743952257,-43.6154829381923,4078.505,1371.191,1,11
123,PR_20100604_073103_320_LC16.tif,-473.07163155139,113.002138567516,57.7196440032776,0.909449,147.224739522362,-43.6154827722834,4079.485,1372.171,1,11
124,PR_20100604_073104_353_LC16.tif,-473.231696909159,113.005691099255,57.681653723005,0.9477096,147.224737539453,-43.6154827402071,4080.518,1373.204,1,11
125,PR_20100604_073105_300_LC16.tif,-473.496272535628,113.078173769812,57.6187164572666,0.9344265,147.224734261917,-43.6154820876575,4081.465,1374.151,1,11
126,PR_20100604_073128_326_LC16.tif,-478.137320941534,110.139120934218,58.0544366295724,0.91708666,147.224676765364,-43.6155085376859,4104.491,1397.177,3,5
127,PR_20100604_073149_340_LC16.tif,-482.464406672494,105.25798233543,56.7422581797214,0.9387039,147.224623156446,-43.6155524676631,4125.505,1418.191,5,21
128,PR_20100604_073156_317_LC16.tif,-483.909060138429,103.875713022228,56.4197929393906,0.9007282,147.22460525862,-43.6155649078634,4132.482,1425.168,5,19
129,PR_20100604_073157_320_LC16.tif,-483.971262852429,103.485678920205,56.4959394141373,0.9528846,147.224604487694,-43.6155684183312,4133.485,1426.171,5,19
130,PR_20100604_073158_323_LC16.tif,-484.049437246696,102.896033665329,56.8048422191546,0.99123174,147.22460351873,-43.6155737253921,4134.488,1427.174,5,19
131,PR_20100604_073159_354_LC16.tif,-484.004271542761,102.248180489748,56.8735309687013,0.9046108,147.224604077671,-43.6155795564344,4135.519,1428.205,5,19
132,PR_20100604_073213_322_LC16.tif,-487.781084254201,99.9460997969264,56.1208768907992,0.94175684,147.224557287836,-43.6156002738853,4149.487,1442.173,5,19
133,PR_20100604_073214_325_LC16.tif,-487.778373814165,99.0741348286102,56.0020547933868,0.9711494,147.224557320628,-43.6156081220218,4150.49,1443.176,5,19
134,PR_20100604_073230_328_LC16.tif,-491.422799068481,96.2638688524494,54.8266829613367,0.833116,147.224512170332,-43.6156334134706,4166.493,1459.179,0,30
135,PR_20100604_073237_325_LC16.tif,-493.454325283913,94.6363861742833,54.044721273832,0.90637404,147.224487001954,-43.6156480603116,4173.49,1466.176,0,30
136,PR_20100604_073238_328_LC16.tif,-493.266010634903,94.8540469586631,53.9200218234408,0.9352008,147.224489335027,-43.6156461013769,4174.493,1467.179,0,30
137,PR_20100604_073239_332_LC16.tif,-493.08972398768,95.0004982122958,53.8670463060541,0.8933547,147.22449151903,-43.6156447833568,4175.497,1468.183,0,30
138,PR_20100604_073306_318_LC16.tif,-488.161191923564,100.908590065168,56.2098086726314,0.9717329,147.224552579868,-43.6155916107271,4202.483,1495.169,5,19
139,PR_20100604_073307_322_LC16.tif,-488.116530729467,101.396482046421,56.1749749538894,0.98283005,147.224553133578,-43.6155872194767,4203.487,1496.173,5,19
140,PR_20100604_073308_325_LC16.tif,-486.892799722451,102.239139000168,56.2899244019228,0.9732904,147.224568294113,-43.6155796359301,4204.49,1497.176,5,19
141,PR_20100604_073309_329_LC16.tif,-486.792056301065,102.780100197627,56.4233922189268,0.9472871,147.224569542626,-43.6155747670659,4205.494,1498.18,5,19
142,PR_20100604_073328_341_LC16.tif,-480.094392089558,108.406693429018,57.6558350338153,0.9718027,147.224652519345,-43.6155241291691,4224.506,1517.192,3,21
143,PR_20100604_073329_318_LC16.tif,-479.828124741777,109.173761140179,58.092319113492,0.8825904,147.224655818585,-43.6155172253353,4225.483,1518.169,3,21
144,PR_20100604_073429_339_LC16.tif,-481.318277873587,109.459991536486,57.7523615429525,0.97608966,147.224637358603,-43.6155146481526,4285.504,1578.19,3,21
145,PR_20100604_073430_342_LC16.tif,-481.34067143521,109.415667064564,57.7096034253403,0.9551868,147.224637081149,-43.6155150470813,4286.507,1579.193,3,21
146,PR_20100604_073431_346_LC16.tif,-481.4359463458,109.449199201488,57.6238801716601,0.8989042,147.224635900899,-43.6155147452132,4287.511,1580.197,3,21
147,PR_20100604_073432_349_LC16.tif,-481.553126831016,109.446752793698,57.5209565653929,0.8758183,147.224634449248,-43.6155147671564,4288.514,1581.2,3,21
148,PR_20100604_073434_330_LC16.tif,-481.20846864024,108.756147707286,57.801192946298,0.96186846,147.22463871831,-43.6155209831814,4290.495,1583.181,3,21
149,PR_20100604_073435_347_LC16.tif,-480.97562872058,108.176540407861,57.1383471398907,0.86823106,147.22464160225,-43.6155262000967,4291.512,1584.198,3,21
150,PR_20100604_073509_344_LC16.tif,-486.834097043173,102.916411372135,56.5094443339824,0.9323429,147.224569021941,-43.6155735401675,4325.509,1618.195,5,19
151,PR_20100604_073510_347_LC16.tif,-486.858415446658,102.620170320575,56.3472585326148,0.88969195,147.224568720414,-43.615576206474,4326.512,1619.198,5,19
152,PR_20100604_073511_351_LC16.tif,-487.055705918102,102.454165302255,56.2685334120904,0.9452072,147.224566276199,-43.6155777004759,4327.516,1620.202,5,19
153,PR_20100604_073512_354_LC16.tif,-487.20999434371,102.366045103015,56.2280611608701,0.95040745,147.22456436477,-43.6155784935023,4328.519,1621.205,5,19
154,PR_20100604_073513_331_LC16.tif,-487.336016230747,102.394032726104,56.2547899835508,0.8867142,147.224562803616,-43.6155782415168,4329.496,1622.182,5,19
155,PR_20100604_073530_347_LC16.tif,-491.882621772035,99.6153555922662,55.4649514725817,0.95952535,147.224506477015,-43.6156032480568,4346.512,1639.198,0,30
156,PR_20100604_073531_340_LC16.tif,-491.752337780214,98.8886298186857,55.5505253025306,0.9448796,147.224508090335,-43.6156097890498,4347.505,1640.191,0,30
157,PR_20100604_073532_360_LC16.tif,-491.73019555336,98.1253486544618,55.5305673583086,0.95070356,147.224508363943,-43.6156166589889,4348.525,1641.211,0,30
158,PR_20100604_073601_337_LC16.tif,-491.682609371459,97.7638660868386,55.4666953089131,0.93049866,147.22450895312,-43.6156199125499,4377.502,1670.188,0,30
159,PR_20100604_073602_340_LC16.tif,-492.447318965622,98.1946031446618,55.4922616558493,0.9910663,147.224499480161,-43.615616035189,4378.505,1671.191,0,30
160,PR_20100604_073603_344_LC16.tif,-493.127271363622,98.3576357240069,55.3457360560401,0.90490377,147.224491056945,-43.6156145673618,4379.509,1672.195,0,30
161,PR_20100604_073631_387_LC16.tif,-485.080002320876,106.908261940033,56.5740175391684,0.93669546,147.224590755522,-43.6155376125962,4407.552,1700.238,5,19
162,PR_20100604_073634_344_LC16.tif,-483.270492021859,107.950604764261,56.5857711872839,0.93670624,147.22461317294,-43.6155282321488,4410.509,1703.195,3,21
163,PR_20100604_073635_361_LC16.tif,-483.289612000208,108.634004240799,56.5059010622636,0.9378178,147.224612936689,-43.6155220811884,4411.526,1704.212,3,21
164,PR_20100604_073642_346_LC16.tif,-481.824142600575,110.925764530491,57.677175361362,0.9470373,147.224631093182,-43.615501455112,4418.511,1711.197,3,21
165,PR_20100604_073729_356_LC16.tif,-479.881221663655,112.63212303387,57.8809385059141,0.95013964,147.224655163879,-43.6154860982586,4465.521,1758.207,3,21
166,PR_20100604_073730_351_LC16.tif,-479.887661196463,112.565739194454,57.9246229475261,0.9490217,147.224655084046,-43.6154866957433,4466.516,1759.202,3,21
167,PR_20100604_073731_368_LC16.tif,-479.828919131935,112.479649187784,57.9362004628094,0.8953955,147.224655811675,-43.6154874706357,4467.533,1760.219,3,21
168,PR_20100604_073737_356_LC16.tif,-482.600887165837,111.460578962167,57.4365090715926,0.93684715,147.224621471235,-43.6154966410032,4473.521,1766.207,3,21
169,PR_20100604_073738_362_LC16.tif,-482.427295534958,111.137539788352,57.4140937561598,0.95626944,147.224623621425,-43.6154995486349,4474.527,1767.213,3,21
170,PR_20100604_073739_355_LC16.tif,-482.248199034431,110.515390992189,57.5270770056185,0.96676016,147.224625839544,-43.6155051484113,4475.52,1768.206,3,21
171,PR_20100604_073740_359_LC16.tif,-481.988244194034,109.961578261122,57.5607613839799,0.8425187,147.224629059409,-43.61551013318,4476.524,1769.21,3,21
172,PR_20100604_073825_355_LC16.tif,-491.879669207227,101.797697849098,55.1778364519379,0.90082455,147.224506515576,-43.6155836058521,4521.52,1814.206,0,30
173,PR_20100604_073826_358_LC16.tif,-491.858207576414,101.458432776085,55.2983165469177,0.9242305,147.224506781138,-43.615586659427,4522.523,1815.209,0,30
174,PR_20100604_073827_375_LC16.tif,-491.966354053369,100.795362972765,55.3089604713442,0.9270693,147.224505440799,-43.6155926273261,4523.54,1816.226,0,30
175,PR_20100604_073828_382_LC16.tif,-491.979577032506,100.08785727113,55.275607945417,0.94864243,147.224505276347,-43.6155989952338,4524.547,1817.233,0,30
176,PR_20100604_073947_371_LC16.tif,-483.380000337019,111.353353765094,57.028563927983,0.9638669,147.224611819374,-43.6154976055801,4603.536,1896.222,3,21
177,PR_20100604_073948_375_LC16.tif,-483.187802262435,112.172342033574,57.1069090102381,0.82409436,147.224614201082,-43.6154902343876,4604.54,1897.226,3,21
